Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
183,Entry long,2026-03-23 16:08,Long,0.09512,10516.352,1000.315402,-2.21,-0.22,2.68,0.27,-1.74,-0.17,-453.33,-10.07
184,Exit long,2026-03-23 17:11,Stop,0.09498,10498.687,1000.104924,-4.94,-0.49,0,0.00,-3.94,-0.39,-458.26,-10.18
184,Entry long,2026-03-23 17:02,Long,0.09526,10498.687,1000.104924,-4.94,-0.49,0,0.00,-3.94,-0.39,-458.26,-10.18
185,Exit long,2026-03-23 17:42,Stop,0.095,10500.892,999.5799095,-3.99,-0.40,0,0.00,-3.1,-0.31,-462.26,-10.27
185,Entry long,2026-03-23 17:40,Long,0.09519,10500.892,999.5799095,-3.99,-0.40,0,0.00,-3.1,-0.31,-462.26,-10.27
186,Exit long,2026-03-23 20:16,ST Flip,0.09389,10629.251,1000.106227,-4.12,-0.41,1.87,0.19,-3.66,-0.37,-466.38,-10.36
186,Entry long,2026-03-23 19:27,Long,0.09409,10629.251,1000.106227,-4.12,-0.41,1.87,0.19,-3.66,-0.37,-466.38,-10.36
187,Exit long,2026-03-23 21:01,Stop,0.09349,10650.761,999.7869351,-6.04,-0.60,0,0.00,-5.05,-0.50,-472.42,-10.50
187,Entry long,2026-03-23 20:54,Long,0.09387,10650.761,999.7869351,-6.04,-0.60,0,0.00,-5.05,-0.50,-472.42,-10.50
188,Exit long,2026-03-23 21:33,Stop,0.09325,10687.186,999.7862503,-5.2,-0.52,0,0.00,-4.21,-0.42,-477.63,-10.61
188,Entry long,2026-03-23 21:23,Long,0.09355,10687.186,999.7862503,-5.2,-0.52,0,0.00,-4.21,-0.42,-477.63,-10.61
189,Exit long,2026-03-23 22:40,ST Flip,0.09324,10731.916,1000.214571,-1.57,-0.16,6.08,0.61,-2.82,-0.28,-479.2,-10.65
189,Entry long,2026-03-23 21:52,Long,0.0932,10731.916,1000.214571,-1.57,-0.16,6.08,0.61,-2.82,-0.28,-479.2,-10.65
190,Exit long,2026-03-23 23:10,Stop,0.09308,10722.71,999.9999346,-3.93,-0.39,0,0.00,-2.93,-0.29,-483.12,-10.74
190,Entry long,2026-03-23 23:06,Long,0.09326,10722.71,999.9999346,-3.93,-0.39,0,0.00,-2.93,-0.29,-483.12,-10.74
191,Exit long,2026-03-24 00:31,Stop,0.09348,10673.497,999.893199,-4.13,-0.41,0,0.00,-3.13,-0.31,-487.26,-10.83
191,Entry long,2026-03-24 00:24,Long,0.09368,10673.497,999.893199,-4.13,-0.41,0,0.00,-3.13,-0.31,-487.26,-10.83
192,Exit long,2026-03-24 00:51,Stop,0.09344,10686.044,999.9999975,-3.49,-0.35,0,0.00,-2.71,-0.27,-490.75,-10.91
192,Entry long,2026-03-24 00:47,Long,0.09358,10686.044,999.9999975,-3.49,-0.35,0,0.00,-2.71,-0.27,-490.75,-10.91
193,Exit long,2026-03-24 02:02,ST Flip,0.09344,10697.475,999.999963,-2.43,-0.24,2.42,0.24,-2.07,-0.21,-493.18,-10.96
193,Entry long,2026-03-24 01:16,Long,0.09348,10697.475,999.999963,-2.43,-0.24,2.42,0.24,-2.07,-0.21,-493.18,-10.96
194,Exit long,2026-03-24 03:11,RSI Exit,0.0945,10686.044,999.7862766,8.04,0.80,10.33,1.03,-3.14,-0.31,-485.14,-10.78
194,Entry long,2026-03-24 02:22,Long,0.09356,10686.044,999.7862766,8.04,0.80,10.33,1.03,-3.14,-0.31,-485.14,-10.78
195,Exit long,2026-03-24 04:51,ST Flip,0.0951,10488.777,999.6853359,-4.2,-0.42,0.47,0.05,-3.2,-0.32,-489.34,-10.87
195,Entry long,2026-03-24 04:40,Long,0.09531,10488.777,999.6853359,-4.2,-0.42,0.47,0.05,-3.2,-0.32,-489.34,-10.87
196,Exit long,2026-03-24 05:53,ST Flip,0.09494,10501.995,999.789924,-4.73,-0.47,0,0.00,-3.94,-0.39,-494.07,-10.98
196,Entry long,2026-03-24 05:33,Long,0.0952,10501.995,999.789924,-4.73,-0.47,0,0.00,-3.94,-0.39,-494.07,-10.98
197,Exit long,2026-03-24 07:02,Stop,0.0939,10617.965,999.7875844,-4.76,-0.48,0.06,0.01,-3.76,-0.38,-498.83,-11.09
197,Entry long,2026-03-24 06:59,Long,0.09416,10617.965,999.7875844,-4.76,-0.48,0.06,0.01,-3.76,-0.38,-498.83,-11.09
198,Exit long,2026-03-24 07:14,ST Flip,0.09381,10628.122,999.999999,-4.97,-0.50,0.59,0.06,-3.98,-0.40,-503.8,-11.20
198,Entry long,2026-03-24 07:09,Long,0.09409,10628.122,999.999999,-4.97,-0.50,0.59,0.06,-3.98,-0.40,-503.8,-11.20
199,Exit long,2026-03-24 07:53,ST Flip,0.09404,10639.429,999.8935374,-1.36,-0.14,4.11,0.41,-1.32,-0.13,-505.16,-11.23
199,Entry long,2026-03-24 07:27,Long,0.09398,10639.429,999.8935374,-1.36,-0.14,4.11,0.41,-1.32,-0.13,-505.16,-11.23
200,Exit long,2026-03-24 08:38,ST Flip,0.09415,10604.453,999.9999179,-3.59,-0.36,0,0.00,-2.59,-0.26,-508.75,-11.31
200,Entry long,2026-03-24 08:19,Long,0.0943,10604.453,999.9999179,-3.59,-0.36,0,0.00,-2.59,-0.26,-508.75,-11.31
201,Exit long,2026-03-24 09:01,ST Flip,0.09428,10582.01,999.999945,-4.33,-0.43,0,0.00,-3.33,-0.33,-513.08,-11.40
201,Entry long,2026-03-24 08:42,Long,0.0945,10582.01,999.999945,-4.33,-0.43,0,0.00,-3.33,-0.33,-513.08,-11.40
202,Exit long,2026-03-24 09:40,ST Flip,0.09413,10594.342,1000.105885,-4.86,-0.49,1.65,0.16,-3.86,-0.39,-517.94,-11.51
202,Entry long,2026-03-24 09:24,Long,0.0944,10594.342,1000.105885,-4.86,-0.49,1.65,0.16,-3.86,-0.39,-517.94,-11.51
203,Exit long,2026-03-24 10:13,Stop,0.09349,10617.965,999.7875844,-9.11,-0.91,0,0.00,-8.11,-0.81,-527.04,-11.71
203,Entry long,2026-03-24 10:08,Long,0.09416,10617.965,999.7875844,-9.11,-0.91,0,0.00,-8.11,-0.81,-527.04,-11.71
204,Exit long,2026-03-24 11:33,ST Flip,0.09335,10710.078,999.464479,-1.68,-0.17,4.78,0.48,-2.5,-0.25,-528.72,-11.75
204,Entry long,2026-03-24 10:52,Long,0.09332,10710.078,999.464479,-1.68,-0.17,4.78,0.48,-2.5,-0.25,-528.72,-11.75
205,Exit long,2026-03-24 11:46,Stop,0.09353,10650.761,999.9999503,-5.83,-0.58,0,0.00,-4.83,-0.48,-534.55,-11.88
205,Entry long,2026-03-24 11:39,Long,0.09389,10650.761,999.9999503,-5.83,-0.58,0,0.00,-4.83,-0.48,-534.55,-11.88
206,Exit long,2026-03-24 12:26,Stop,0.09334,10680.337,999.7863466,-4.88,-0.49,0.28,0.03,-3.88,-0.39,-539.43,-11.99
206,Entry long,2026-03-24 12:08,Long,0.09361,10680.337,999.7863466,-4.88,-0.49,0.28,0.03,-3.88,-0.39,-539.43,-11.99
207,Exit long,2026-03-24 13:05,Stop,0.09313,10698.619,1000.106904,-5.74,-0.57,0,0.00,-4.74,-0.47,-545.17,-12.11
207,Entry long,2026-03-24 12:45,Long,0.09348,10698.619,1000.106904,-5.74,-0.57,0,0.00,-4.74,-0.47,-545.17,-12.11
208,Exit long,2026-03-24 14:43,ST Flip,0.09289,10768.899,1000.10765,-1.79,-0.18,2.77,0.28,-1.32,-0.13,-546.96,-12.15
208,Entry long,2026-03-24 14:32,Long,0.09287,10768.899,1000.10765,-1.79,-0.18,2.77,0.28,-1.32,-0.13,-546.96,-12.15
209,Exit long,2026-03-24 15:24,ST Flip,0.09309,10744.6,999.999922,-1.79,-0.18,2.12,0.21,-1.86,-0.19,-548.74,-12.19
209,Entry long,2026-03-24 15:02,Long,0.09307,10744.6,999.999922,-1.79,-0.18,2.12,0.21,-1.86,-0.19,-548.74,-12.19
210,Exit long,2026-03-24 16:22,RSI Exit,0.09382,10737.678,1000.214706,5.19,0.52,7.59,0.76,-1.75,-0.17,-543.56,-12.08
210,Entry long,2026-03-24 16:05,Long,0.09315,10737.678,1000.214706,5.19,0.52,7.59,0.76,-1.75,-0.17,-543.56,-12.08
211,Exit long,2026-03-24 18:30,ST Flip,0.09457,10592.098,999.5762883,0.12,0.01,4.3,0.43,-2.38,-0.24,-543.44,-12.08
211,Entry long,2026-03-24 17:30,Long,0.09437,10592.098,999.5762883,0.12,0.01,4.3,0.43,-2.38,-0.24,-543.44,-12.08
212,Exit long,2026-03-24 20:18,ST Flip,0.09504,10556.317,999.9999094,1.27,0.13,6.39,0.64,-1.95,-0.19,-542.17,-12.05
212,Entry long,2026-03-24 18:59,Long,0.09473,10556.317,999.9999094,1.27,0.13,6.39,0.64,-1.95,-0.19,-542.17,-12.05
213,Exit long,2026-03-24 20:51,ST Flip,0.09508,10507.512,999.999917,-2.94,-0.29,1.84,0.18,-1.95,-0.19,-545.11,-12.11
213,Entry long,2026-03-24 20:40,Long,0.09517,10507.512,999.999917,-2.94,-0.29,1.84,0.18,-1.95,-0.19,-545.11,-12.11
214,Exit long,2026-03-24 21:15,Stop,0.09492,10499.79,999.580008,-4.94,-0.49,0,0.00,-3.94,-0.39,-550.05,-12.22
214,Entry long,2026-03-24 21:12,Long,0.0952,10499.79,999.580008,-4.94,-0.49,0,0.00,-3.94,-0.39,-550.05,-12.22
215,Exit long,2026-03-24 22:01,Stop,0.09491,10493.179,1000.629549,-6.72,-0.67,0,0.00,-5.72,-0.57,-556.77,-12.37
215,Entry long,2026-03-24 21:43,Long,0.09536,10493.179,1000.629549,-6.72,-0.67,0,0.00,-5.72,-0.57,-556.77,-12.37
216,Exit long,2026-03-24 23:33,RSI Exit,0.09513,10564.124,999.8943366,3.07,0.31,4.28,0.43,-1.42,-0.14,-553.7,-12.30
216,Entry long,2026-03-24 23:25,Long,0.09465,10564.124,999.8943366,3.07,0.31,4.28,0.43,-1.42,-0.14,-553.7,-12.30
217,Exit long,2026-03-25 00:58,RSI Exit,0.0955,10509.721,1000.10505,1.57,0.16,2.89,0.29,-1.32,-0.13,-552.13,-12.27
217,Entry long,2026-03-25 00:52,Long,0.09516,10509.721,1000.10505,1.57,0.16,2.89,0.29,-1.32,-0.13,-552.13,-12.27
218,Exit long,2026-03-25 02:09,Stop,0.09625,10372.368,999.7925515,-3.45,-0.34,0,0.00,-3.07,-0.31,-555.58,-12.35
218,Entry long,2026-03-25 02:02,Long,0.09639,10372.368,999.7925515,-3.45,-0.34,0,0.00,-3.07,-0.31,-555.58,-12.35
219,Exit long,2026-03-25 03:24,ST Flip,0.09712,10282.776,999.8971382,-3.23,-0.32,1.67,0.17,-2.23,-0.22,-558.82,-12.42
219,Entry long,2026-03-25 03:13,Long,0.09724,10282.776,999.8971382,-3.23,-0.32,1.67,0.17,-2.23,-0.22,-558.82,-12.42
220,Exit long,2026-03-25 03:44,ST Flip,0.09721,10276.436,1000.102752,-3.13,-0.31,1.77,0.18,-2.13,-0.21,-561.95,-12.49
220,Entry long,2026-03-25 03:33,Long,0.09732,10276.436,1000.102752,-3.13,-0.31,1.77,0.18,-2.13,-0.21,-561.95,-12.49
221,Exit long,2026-03-25 04:24,ST Flip,0.09697,10298.661,999.8969965,-3.23,-0.32,1.57,0.16,-2.24,-0.22,-565.18,-12.56
221,Entry long,2026-03-25 04:02,Long,0.09709,10298.661,999.8969965,-3.23,-0.32,1.57,0.16,-2.24,-0.22,-565.18,-12.56
222,Exit long,2026-03-25 04:57,ST Flip,0.09696,10280.662,999.8971861,-5.08,-0.51,0.95,0.10,-4.08,-0.41,-570.26,-12.67
222,Entry long,2026-03-25 04:29,Long,0.09726,10280.662,999.8971861,-5.08,-0.51,0.95,0.10,-4.08,-0.41,-570.26,-12.67
223,Exit long,2026-03-25 06:17,ST Flip,0.09685,10331.645,1000.103236,-1.48,-0.15,1.79,0.18,-1.31,-0.13,-571.75,-12.71
223,Entry long,2026-03-25 05:56,Long,0.0968,10331.645,1000.103236,-1.48,-0.15,1.79,0.18,-1.31,-0.13,-571.75,-12.71
224,Exit long,2026-03-25 06:40,Stop,0.09691,10297.6,999.999936,-4.06,-0.41,0,0.00,-3.06,-0.31,-575.8,-12.80
224,Entry long,2026-03-25 06:29,Long,0.09711,10297.6,999.999936,-4.06,-0.41,0,0.00,-3.06,-0.31,-575.8,-12.80
225,Exit long,2026-03-25 07:06,Stop,0.09685,10300.782,999.5878853,-3.95,-0.40,0,0.00,-2.96,-0.30,-579.76,-12.88
225,Entry long,2026-03-25 06:56,Long,0.09704,10300.782,999.5878853,-3.95,-0.40,0,0.00,-2.96,-0.30,-579.76,-12.88
226,Exit long,2026-03-25 07:42,ST Flip,0.09706,10300.782,999.8969087,-2.1,-0.21,2.91,0.29,-1.72,-0.17,-581.86,-12.93
226,Entry long,2026-03-25 07:16,Long,0.09707,10300.782,999.8969087,-2.1,-0.21,2.91,0.29,-1.72,-0.17,-581.86,-12.93
227,Exit long,2026-03-25 08:17,Stop,0.09683,10287.007,999.8970804,-5.8,-0.58,0.54,0.05,-4.81,-0.48,-587.66,-13.06
227,Entry long,2026-03-25 08:07,Long,0.0972,10287.007,999.8970804,-5.8,-0.58,0.54,0.05,-4.81,-0.48,-587.66,-13.06
228,Exit long,2026-03-25 09:29,ST Flip,0.0974,10293.36,999.999924,0.57,0.06,7.03,0.70,-2.34,-0.23,-587.09,-13.05
228,Entry long,2026-03-25 08:42,Long,0.09715,10293.36,999.999924,0.57,0.06,7.03,0.70,-2.34,-0.23,-587.09,-13.05
229,Exit long,2026-03-25 09:44,Stop,0.09738,10227.04,1000.102242,-6.19,-0.62,0,0.00,-5.19,-0.52,-593.28,-13.18
229,Entry long,2026-03-25 09:37,Long,0.09779,10227.04,1000.102242,-6.19,-0.62,0,0.00,-5.19,-0.52,-593.28,-13.18
230,Exit long,2026-03-25 10:37,Stop,0.09733,10225.994,999.6931734,-6.39,-0.64,0,0.00,-5.4,-0.54,-599.67,-13.33
230,Entry long,2026-03-25 10:23,Long,0.09776,10225.994,999.6931734,-6.39,-0.64,0,0.00,-5.4,-0.54,-599.67,-13.33
231,Exit long,2026-03-25 12:51,ST Flip,0.09651,10411.244,999.6876489,3.1,0.31,9.83,0.98,-3.08,-0.31,-596.58,-13.26
231,Entry long,2026-03-25 11:50,Long,0.09602,10411.244,999.6876489,3.1,0.31,9.83,0.98,-3.08,-0.31,-596.58,-13.26
232,Exit long,2026-03-25 13:53,Stop,0.09628,10354.11,999.7928616,-4.9,-0.49,0,0.00,-4,-0.40,-601.47,-13.37
232,Entry long,2026-03-25 13:47,Long,0.09656,10354.11,999.7928616,-4.9,-0.49,0,0.00,-4,-0.40,-601.47,-13.37
233,Exit long,2026-03-25 14:38,ST Flip,0.09625,10384.215,999.9999045,-2.52,-0.25,2.12,0.21,-2.04,-0.20,-603.99,-13.42
233,Entry long,2026-03-25 14:19,Long,0.0963,10384.215,999.9999045,-2.52,-0.25,2.12,0.21,-2.04,-0.20,-603.99,-13.42
234,Exit long,2026-03-25 14:56,Stop,0.09603,10372.368,999.8962752,-5.83,-0.58,0,0.00,-4.84,-0.48,-609.82,-13.55
234,Entry long,2026-03-25 14:55,Long,0.0964,10372.368,999.8962752,-5.83,-0.58,0,0.00,-4.84,-0.48,-609.82,-13.55
235,Exit long,2026-03-25 16:04,ST Flip,0.09615,10383.137,999.8960931,-3.56,-0.36,0.87,0.09,-3.18,-0.32,-613.38,-13.63
235,Entry long,2026-03-25 15:05,Long,0.0963,10383.137,999.8960931,-3.56,-0.36,0.87,0.09,-3.18,-0.32,-613.38,-13.63
236,Exit long,2026-03-25 17:07,ST Flip,0.09602,10423.181,1000.104217,-1.27,-0.13,1.81,0.18,-1.52,-0.15,-614.65,-13.66
236,Entry long,2026-03-25 16:42,Long,0.09595,10423.181,1000.104217,-1.27,-0.13,1.81,0.18,-1.52,-0.15,-614.65,-13.66
237,Exit long,2026-03-25 17:26,Stop,0.09603,10389.61,1000.207755,-4.49,-0.45,1.08,0.11,-3.49,-0.35,-619.14,-13.76
237,Entry long,2026-03-25 17:10,Long,0.09627,10389.61,1000.207755,-4.49,-0.45,1.08,0.11,-3.49,-0.35,-619.14,-13.76
238,Exit long,2026-03-25 17:50,Stop,0.09607,10386.373,1000.20772,-4.39,-0.44,0,0.00,-3.39,-0.34,-623.53,-13.86
238,Entry long,2026-03-25 17:43,Long,0.0963,10386.373,1000.20772,-4.39,-0.44,0,0.00,-3.39,-0.34,-623.53,-13.86
239,Exit long,2026-03-25 18:08,Stop,0.09604,10384.215,999.7922202,-4.49,-0.45,0,0.00,-3.49,-0.35,-628.02,-13.96
239,Entry long,2026-03-25 18:03,Long,0.09628,10384.215,999.7922202,-4.49,-0.45,0,0.00,-3.49,-0.35,-628.02,-13.96
240,Exit long,2026-03-25 19:13,ST Flip,0.09613,10389.61,999.5843781,-2.83,-0.28,4.92,0.49,-1.83,-0.18,-630.85,-14.02
240,Entry long,2026-03-25 18:32,Long,0.09621,10389.61,999.5843781,-2.83,-0.28,4.92,0.49,-1.83,-0.18,-630.85,-14.02
241,Exit long,2026-03-25 19:30,Stop,0.09608,10389.61,999.9999625,-3.76,-0.38,0,0.00,-2.77,-0.28,-634.61,-14.10
241,Entry long,2026-03-25 19:27,Long,0.09625,10389.61,999.9999625,-3.76,-0.38,0,0.00,-2.77,-0.28,-634.61,-14.10
242,Exit long,2026-03-25 20:09,ST Flip,0.09601,10406.91,1000.104051,-2.94,-0.29,0.67,0.07,-1.94,-0.19,-637.55,-14.17
242,Entry long,2026-03-25 19:53,Long,0.0961,10406.91,1000.104051,-2.94,-0.29,0.67,0.07,-1.94,-0.19,-637.55,-14.17
243,Exit long,2026-03-25 20:42,Stop,0.09592,10397.171,1000.20785,-4.91,-0.49,0,0.00,-3.91,-0.39,-642.46,-14.28
243,Entry long,2026-03-25 20:17,Long,0.0962,10397.171,1000.20785,-4.91,-0.49,0,0.00,-3.91,-0.39,-642.46,-14.28
244,Exit long,2026-03-25 20:52,Stop,0.0959,10401.497,999.8959066,-4.39,-0.44,0,0.00,-3.39,-0.34,-646.85,-14.37
244,Entry long,2026-03-25 20:49,Long,0.09613,10401.497,999.8959066,-4.39,-0.44,0,0.00,-3.39,-0.34,-646.85,-14.37
245,Exit long,2026-03-25 21:44,ST Flip,0.09577,10422.094,999.5830355,-3.46,-0.35,0.04,0.00,-2.46,-0.25,-650.3,-14.45
245,Entry long,2026-03-25 21:27,Long,0.09591,10422.094,999.5830355,-3.46,-0.35,0.04,0.00,-2.46,-0.25,-650.3,-14.45
246,Exit long,2026-03-25 23:18,Stop,0.09462,10540.739,999.8945015,-4.53,-0.45,0,0.00,-3.53,-0.35,-654.83,-14.55
246,Entry long,2026-03-25 23:15,Long,0.09486,10540.739,999.8945015,-4.53,-0.45,0,0.00,-3.53,-0.35,-654.83,-14.55
247,Exit long,2026-03-26 00:02,Stop,0.09438,10573.059,999.5769979,-3.69,-0.37,0.16,0.02,-2.69,-0.27,-658.52,-14.63
247,Entry long,2026-03-25 23:46,Long,0.09454,10573.059,999.5769979,-3.69,-0.37,0.16,0.02,-2.69,-0.27,-658.52,-14.63
248,Exit long,2026-03-26 00:33,ST Flip,0.09437,10582.01,999.8941249,-3.27,-0.33,0,0.00,-2.27,-0.23,-661.79,-14.71
248,Entry long,2026-03-26 00:28,Long,0.09449,10582.01,999.8941249,-3.27,-0.33,0,0.00,-2.27,-0.23,-661.79,-14.71
249,Exit long,2026-03-26 03:21,Stop,0.09245,10795.638,999.8919916,-3.83,-0.38,1.16,0.12,-4.56,-0.46,-665.62,-14.79
249,Entry long,2026-03-26 02:55,Long,0.09262,10795.638,999.8919916,-3.83,-0.38,1.16,0.12,-4.56,-0.46,-665.62,-14.79
250,Exit long,2026-03-26 04:01,ST Flip,0.09263,10788.65,999.9999685,-2.65,-0.26,0.62,0.06,-2.62,-0.26,-668.27,-14.85
250,Entry long,2026-03-26 03:41,Long,0.09269,10788.65,999.9999685,-2.65,-0.26,0.62,0.06,-2.62,-0.26,-668.27,-14.85
251,Exit long,2026-03-26 05:02,Stop,0.09211,10828.37,999.9999695,-4.6,-0.46,0,0.00,-3.6,-0.36,-672.86,-14.95
251,Entry long,2026-03-26 04:56,Long,0.09235,10828.37,999.9999695,-4.6,-0.46,0,0.00,-3.6,-0.36,-672.86,-14.95
252,Exit long,2026-03-26 05:15,Stop,0.0921,10830.715,999.9999159,-4.49,-0.45,0,0.00,-3.49,-0.35,-677.35,-15.05
252,Entry long,2026-03-26 05:09,Long,0.09233,10830.715,999.9999159,-4.49,-0.45,0,0.00,-3.49,-0.35,-677.35,-15.05
253,Exit long,2026-03-26 07:02,ST Flip,0.09159,10909.884,999.9999674,-2.76,-0.28,0.31,0.03,-2.85,-0.29,-680.12,-15.11
253,Entry long,2026-03-26 06:17,Long,0.09166,10909.884,999.9999674,-2.76,-0.28,0.31,0.03,-2.85,-0.29,-680.12,-15.11
254,Exit long,2026-03-26 08:36,ST Flip,0.09127,10942.116,1000.218824,-3.53,-0.35,0.31,0.03,-2.53,-0.25,-683.65,-15.19
254,Entry long,2026-03-26 08:22,Long,0.09141,10942.116,1000.218824,-3.53,-0.35,0.31,0.03,-2.53,-0.25,-683.65,-15.19
255,Exit long,2026-03-26 09:23,ST Flip,0.09149,10921.799,1000.109134,-2.87,-0.29,2.17,0.22,-2.42,-0.24,-686.52,-15.26
255,Entry long,2026-03-26 08:46,Long,0.09157,10921.799,1000.109134,-2.87,-0.29,2.17,0.22,-2.42,-0.24,-686.52,-15.26
256,Exit long,2026-03-26 10:12,ST Flip,0.0915,10897.994,1000.108909,-4.94,-0.49,3.14,0.31,-3.94,-0.39,-691.46,-15.37
256,Entry long,2026-03-26 09:45,Long,0.09177,10897.994,1000.108909,-4.94,-0.49,3.14,0.31,-3.94,-0.39,-691.46,-15.37
257,Exit long,2026-03-26 10:42,Stop,0.09163,10884.946,999.5645912,-4.17,-0.42,0,0.00,-3.61,-0.36,-695.63,-15.46
257,Entry long,2026-03-26 10:35,Long,0.09183,10884.946,999.5645912,-4.17,-0.42,0,0.00,-3.61,-0.36,-695.63,-15.46
258,Exit long,2026-03-26 11:08,Stop,0.0912,10905.125,999.6728088,-7.12,-0.71,0,0.00,-6.13,-0.61,-702.75,-15.62
258,Entry long,2026-03-26 10:59,Long,0.09167,10905.125,999.6728088,-7.12,-0.71,0,0.00,-6.13,-0.61,-702.75,-15.62
259,Exit long,2026-03-26 11:59,Stop,0.09087,10969.723,1000.109646,-5.29,-0.53,0,0.00,-4.29,-0.43,-708.04,-15.73
259,Entry long,2026-03-26 11:53,Long,0.09117,10969.723,1000.109646,-5.29,-0.53,0,0.00,-4.29,-0.43,-708.04,-15.73
260,Exit long,2026-03-26 12:47,ST Flip,0.09099,10976.948,1000.109732,-3.32,-0.33,1.41,0.14,-3.2,-0.32,-711.36,-15.81
260,Entry long,2026-03-26 12:11,Long,0.09111,10976.948,1000.109732,-3.32,-0.33,1.41,0.14,-3.2,-0.32,-711.36,-15.81
261,Exit long,2026-03-26 13:42,ST Flip,0.0913,10970.927,999.561159,0.08,0.01,3.39,0.34,-1.88,-0.19,-711.27,-15.81
261,Entry long,2026-03-26 13:02,Long,0.09111,10970.927,999.561159,0.08,0.01,3.39,0.34,-1.88,-0.19,-711.27,-15.81
262,Exit long,2026-03-26 15:29,ST Flip,0.09088,11003.521,999.6698829,-1.67,-0.17,2.3,0.23,-1.44,-0.14,-712.94,-15.84
262,Entry long,2026-03-26 14:45,Long,0.09085,11003.521,999.6698829,-1.67,-0.17,2.3,0.23,-1.44,-0.14,-712.94,-15.84
263,Exit long,2026-03-26 16:00,ST Flip,0.091,10969.723,999.7805542,-3.53,-0.35,0.43,0.04,-2.54,-0.25,-716.48,-15.92
263,Entry long,2026-03-26 15:38,Long,0.09114,10969.723,999.7805542,-3.53,-0.35,0.43,0.04,-2.54,-0.25,-716.48,-15.92
264,Exit long,2026-03-26 16:52,ST Flip,0.09177,10842.459,999.6747198,-6.66,-0.67,2.9,0.29,-5.66,-0.57,-723.13,-16.07
264,Entry long,2026-03-26 16:12,Long,0.0922,10842.459,999.6747198,-6.66,-0.67,2.9,0.29,-5.66,-0.57,-723.13,-16.07
265,Exit long,2026-03-26 17:54,ST Flip,0.09228,10888.501,1000.108817,2.68,0.27,8.04,0.80,-1.33,-0.13,-720.46,-16.01
265,Entry long,2026-03-26 17:12,Long,0.09185,10888.501,1000.108817,2.68,0.27,8.04,0.80,-1.33,-0.13,-720.46,-16.01
266,Exit long,2026-03-26 19:09,Stop,0.0919,10854.227,999.9999335,-4.49,-0.45,0.09,0.01,-3.5,-0.35,-724.95,-16.11
266,Entry long,2026-03-26 19:00,Long,0.09213,10854.227,999.9999335,-4.49,-0.45,0.09,0.01,-3.5,-0.35,-724.95,-16.11
267,Exit long,2026-03-26 20:01,Stop,0.0918,10866.021,999.7825922,-4.28,-0.43,0,0.00,-3.28,-0.33,-729.23,-16.21
267,Entry long,2026-03-26 19:50,Long,0.09201,10866.021,999.7825922,-4.28,-0.43,0,0.00,-3.28,-0.33,-729.23,-16.21
268,Exit long,2026-03-26 20:23,Stop,0.09182,10854.227,1000.217018,-5.58,-0.56,0,0.00,-4.8,-0.48,-734.81,-16.33
268,Entry long,2026-03-26 20:07,Long,0.09215,10854.227,1000.217018,-5.58,-0.56,0,0.00,-4.8,-0.48,-734.81,-16.33
269,Exit long,2026-03-26 20:46,Stop,0.0917,10861.301,999.782757,-5.8,-0.58,0,0.00,-4.8,-0.48,-740.61,-16.46
269,Entry long,2026-03-26 20:41,Long,0.09205,10861.301,999.782757,-5.8,-0.58,0,0.00,-4.8,-0.48,-740.61,-16.46
270,Exit long,2026-03-26 21:40,ST Flip,0.09204,10871.928,999.7824989,-1.13,-0.11,2.37,0.24,-1.98,-0.20,-741.74,-16.48
270,Entry long,2026-03-26 20:54,Long,0.09196,10871.928,999.7824989,-1.13,-0.11,2.37,0.24,-1.98,-0.20,-741.74,-16.48
271,Exit long,2026-03-26 22:16,ST Flip,0.09224,10836.584,999.674874,-2.11,-0.21,1.6,0.16,-1.54,-0.15,-743.84,-16.53
271,Entry long,2026-03-26 21:52,Long,0.09225,10836.584,999.674874,-2.11,-0.21,1.6,0.16,-1.54,-0.15,-743.84,-16.53
272,Exit long,2026-03-26 22:39,ST Flip,0.09236,10827.197,1000.108187,-2.11,-0.21,2.03,0.20,-1.32,-0.13,-745.95,-16.58
272,Entry long,2026-03-26 22:27,Long,0.09237,10827.197,1000.108187,-2.11,-0.21,2.03,0.20,-1.32,-0.13,-745.95,-16.58
273,Exit long,2026-03-26 23:39,Stop,0.09205,10845.986,999.7829895,-3.41,-0.34,0,0.00,-2.74,-0.27,-749.36,-16.65
273,Entry long,2026-03-26 23:20,Long,0.09218,10845.986,999.7829895,-3.41,-0.34,0,0.00,-2.74,-0.27,-749.36,-16.65
274,Exit long,2026-03-27 00:39,ST Flip,0.09182,10876.658,999.8911699,-3.2,-0.32,0,0.00,-2.2,-0.22,-752.56,-16.72
274,Entry long,2026-03-27 00:20,Long,0.09193,10876.658,999.8911699,-3.2,-0.32,0,0.00,-2.2,-0.22,-752.56,-16.72
275,Exit long,2026-03-27 00:51,ST Flip,0.0919,10860.121,999.9999417,-3.95,-0.39,0,0.00,-2.95,-0.30,-756.51,-16.81
275,Entry long,2026-03-27 00:42,Long,0.09208,10860.121,999.9999417,-3.95,-0.39,0,0.00,-2.95,-0.30,-756.51,-16.81
